2073,1200,'G1',0,100,''
2073,1200,'G2',0,100,''
2073,1201,'G1',1,100,''
2073,1201,'G2',0,100,''
2073,1202,'G1',2,100,''
2073,1202,'G2',0,100,''
2073,1203,'G1',3,100,''
2073,1203,'G2',0,100,''
2073,1204,'G1',4,100,''
2073,1204,'G2',0,100,''
2073,1205,'G1',5,100,''
2073,1205,'G2',0,100,''
2073,1206,'G1',6,100,''
2073,1206,'G2',0,100,''
2073,1207,'G1',7,100,''
2073,1207,'G2',0,100,''
2073,1208,'G1',8,100,''
2073,1208,'G2',0,100,''
2073,1209,'G1',9,100,''
2073,1209,'G2',0,100,''
2073,1210,'G1',10,100,''
2073,1210,'G2',0,100,''
2073,1211,'G1',11,100,''
2073,1211,'G2',0,100,''
2073,1212,'G1',12,100,''
2073,1212,'G2',0,100,''
2073,1213,'G1',13,100,''
2073,1213,'G2',0,100,''
2073,1214,'G1',14,100,''
2073,1214,'G2',0,100,''
2073,1215,'G1',15,100,''
2073,1215,'G2',0,100,''
2073,1216,'G1',16,100,''
2073,1216,'G2',0,100,''
2073,1217,'G1',17,100,''
2073,1217,'G2',0,100,''
2073,1218,'G1',18,100,''
2073,1218,'G2',0,100,''
2073,1219,'G1',19,100,''
2073,1219,'G2',0,100,''
2073,1220,'G1',20,100,''
2073,1220,'G2',0,100,''
2073,1221,'G1',21,100,''
2073,1221,'G2',0,100,''
2073,1222,'G1',22,100,''
2073,1222,'G2',0,100,''
2073,1223,'G1',23,100,''
2073,1223,'G2',0,100,''
2073,1224,'G1',24,100,''
2073,1224,'G2',0,100,''
2073,1225,'G1',25,100,''
2073,1225,'G2',0,100,''
2073,1226,'G1',26,100,''
2073,1226,'G2',0,100,''
2073,1227,'G1',27,100,''
2073,1227,'G2',0,100,''
2073,1228,'G1',28,100,''
2073,1228,'G2',0,100,''
2073,1229,'G1',29,100,''
2073,1229,'G2',0,100,''
2073,1230,'G1',30,100,''
2073,1230,'G2',0,100,''
2073,1231,'G1',29,100,''
2073,1231,'G2',0,100,''
2073,1232,'G1',29,100,''
2073,1232,'G2',0,100,''
2073,1233,'G1',30,100,''
2073,1233,'G2',0,100,''
2073,1234,'G1',30,100,''
2073,1234,'G2',0,100,''
2073,1235,'G1',29,100,''
2073,1235,'G2',0,100,''
2073,1236,'G1',28,100,''
2073,1236,'G2',0,100,''
2073,1237,'G1',29,100,''
2073,1237,'G2',0,100,''
2073,1238,'G1',29,100,''
2073,1238,'G2',0,100,''
2073,1239,'G1',30,100,''
2073,1239,'G2',0,100,''
2073,1240,'G1',27,100,''
2073,1240,'G2',0,100,''
2073,1241,'G1',28,100,''
2073,1241,'G2',0,100,''
2073,1242,'G1',29,100,''
2073,1242,'G2',0,100,''
2073,1243,'G1',28,100,''
2073,1243,'G2',0,100,''
2073,1244,'G1',29,100,''
2073,1244,'G2',0,100,''
2073,1245,'G1',27,100,''
2073,1245,'G2',0,100,''
2073,1246,'G1',26,100,''
2073,1246,'G2',0,100,''
2073,1247,'G1',26,100,''
2073,1247,'G2',0,100,''
2073,1248,'G1',27,100,''
2073,1248,'G2',0,100,''
2073,1249,'G1',27,100,''
2073,1249,'G2',0,100,''
2073,1250,'G1',27,100,''
2073,1250,'G2',0,100,''
2073,1251,'G1',28,100,''
2073,1251,'G2',0,100,''
2073,1252,'G1',29,100,''
2073,1252,'G2',0,100,''
2073,1253,'G1',29,100,''
2073,1253,'G2',0,100,''
2073,1254,'G1',30,100,''
2073,1254,'G2',0,100,''
2073,1255,'G1',30,100,''
2073,1255,'G2',0,100,''
2073,1256,'G1',31,100,''
2073,1256,'G2',0,100,''
2073,1257,'G1',31,100,''
2073,1257,'G2',0,100,''
2073,1258,'G1',31,100,''
2073,1258,'G2',0,100,''
2073,1259,'G1',31,100,''
2073,1259,'G2',0,100,''
2073,1300,'G1',31,100,''
2073,1300,'G2',0,100,''
2073,1301,'G1',32,100,''
2073,1301,'G2',0,100,''
2073,1302,'G1',33,100,''
2073,1302,'G2',0,100,''
2073,1303,'G1',34,100,''
2073,1303,'G2',0,100,''
2073,1304,'G1',35,100,''
2073,1304,'G2',0,100,''
2073,1305,'G1',36,100,''
2073,1305,'G2',0,100,''
2073,1306,'G1',37,100,''
2073,1306,'G2',0,100,''
2073,1307,'G1',38,100,''
2073,1307,'G2',0,100,''
2073,1308,'G1',39,100,''
2073,1308,'G2',0,100,''
2073,1309,'G1',40,100,''
2073,1309,'G2',0,100,''
2073,1310,'G1',41,100,''
2073,1310,'G2',0,100,''
2073,1311,'G1',42,100,''
2073,1311,'G2',0,100,''
2073,1312,'G1',43,100,''
2073,1312,'G2',0,100,''
2073,1313,'G1',44,100,''
2073,1313,'G2',0,100,''
2073,1314,'G1',45,100,''
2073,1314,'G2',0,100,''
2073,1315,'G1',46,100,''
2073,1315,'G2',0,100,''
2073,1316,'G1',47,100,''
2073,1316,'G2',0,100,''
2073,1317,'G1',48,100,''
2073,1317,'G2',0,100,''
2073,1318,'G1',49,100,''
